Company,Model,Fuel,SeatsBand,EngineBand,peer_id,hp,tq,vmax,acc_sec,cc,price,log_price,z_hp,z_tq,z_vmax,z_acc,z_eff,z_price,perf,price_index,VFM_ratio,VFM_diff,price_pred,price_resid,overpriced_pct
MERCEDES,BENZ CLS 450,Petrol,4–5,mid,Petrol | 4–5 | mid,362,500,250,5.2,2996,70000,11.15625052,1.073333333,0.9673518742,0.6666666667,0.7086614173,-1.106666667,1.129283017,0.788869325,3.093437762,0.255013802,-0.340413692,11.0871263,0.06912422154,7.156931287
Cadillac,Lyriq EV,Electric,4–5,EV,Electric | 4–5 | EV,340,440,190,5.7,100,58590,10.97831931,0,-0.02824858757,-0.1428571429,-0.1754385965,0,0,-0.06930886538,1,-0.06930886538,-0.06930886538,10.90901796,0.06930135161,7.175913683
Jaguar Land Rover,Jaguar F-PACE R-Dynamic,Petrol,4–5,mid,Petrol | 4–5 | mid,340,480,250,5.4,2995,65000,11.08214255,0.9266666667,0.8706166868,0.6666666667,0.6456692913,-1.105555556,1.022367813,0.7056460845,2.779768951,0.2538506246,-0.3167217285,11.01237433,0.06976821955,7.225962363
Jaguar Land Rover,Jaguar XF R-Dynamic,Petrol,4–5,mid,Petrol | 4–5 | mid,340,480,250,5.4,2995,65000,11.08214255,0.9266666667,0.8706166868,0.6666666667,0.6456692913,-1.105555556,1.022367813,0.7056460845,2.779768951,0.2538506246,-0.3167217285,11.01237433,0.06976821955,7.225962363
Jaguar Land Rover,Jaguar F-PACE S AWD,Petrol,4–5,mid,Petrol | 4–5 | mid,340,480,250,5.4,2995,65000,11.08214255,0.9266666667,0.8706166868,0.6666666667,0.6456692913,-1.105555556,1.022367813,0.7056460845,2.779768951,0.2538506246,-0.3167217285,11.01237433,0.06976821955,7.225962363
Jaguar Land Rover,Jaguar F-PACE Prestige AWD,Petrol,4–5,mid,Petrol | 4–5 | mid,340,480,250,5.4,2995,65000,11.08214255,0.9266666667,0.8706166868,0.6666666667,0.6456692913,-1.105555556,1.022367813,0.7056460845,2.779768951,0.2538506246,-0.3167217285,11.01237433,0.06976821955,7.225962363
Mazda,Xedos 9,Petrol,4–5,mid,Petrol | 4–5 | mid,200,260,220,7.5,3000,32500,10.38899537,-0.006666666667,-0.1934703748,0.1666666667,-0.0157480315,-1.111111111,0.02236781303,-0.06639923682,1.022619848,-0.06493051836,-0.08876704985,10.31891528,0.07008008367,7.259407508
GMC,Acadia Denali Ultimate,Petrol,6–7,large,Petrol | 6–7 | large,310,366,210,6.5,3600,60000,11.00209984,0,-0.425,0.25,0.625,0.35,0.1822748984,0.1075,1.199944011,0.08958751324,-0.07477489842,10.93154111,0.07055873493,7.310759648
Nissan,Kicks,Petrol,4–5,mid,Petrol | 4–5 | mid,122,154,180,10.7,1600,20000,9.903487553,-0.5266666667,-0.7061668682,-0.5,-1.023622047,0.4444444444,-0.6780719051,-0.6080688942,0.5075947403,-1.197941677,0.07000301091,9.83238203,0.0711055228,7.369451914
KIA,SPORTAGE 2024(BASE AWD),Petrol,4–5,mid,Petrol | 4–5 | mid,187,250,200,8.3,2480,29000,10.27505111,-0.09333333333,-0.2418379686,-0.1666666667,-0.2677165354,-0.5333333333,-0.1420190049,-0.1945775675,0.8676047676,-0.2242698228,-0.05255856259,10.20378419,0.07126691864,7.386782296
Nissan,Pathfinder Rock Creek,Petrol,6–7,large,Petrol | 6–7 | large,284,351,190,7.4,3500,42820,10.66476056,-0.2385321101,-0.5,-0.75,-0.5,0.4,-0.5243968605,-0.4134862385,0.5919122624,-0.6985600144,0.110910622,10.5933197,0.07144086702,7.405463678
TOYOTA,C-HR,Petrol,4–5,mid,Petrol | 4–5 | mid,144,250,200,10.2,1986,24400,10.10233841,-0.38,-0.2418379686,-0.1666666667,-0.8661417323,0.01555555556,-0.3911907573,-0.3871514957,0.6762511439,-0.5724966223,0.0040392616,10.03081231,0.07152610308,7.414618886
HYUNDAI,Azera,Petrol,4–5,large,Petrol | 4–5 | large,278,266.4,240,6.5,3300,55000,10.91508846,-0.9085714286,-0.9020576132,-0.1307189542,-0.6262626263,0.2482929857,-0.3685254946,-0.6373931894,0.6917535734,-0.9214165477,-0.2688676949,10.84271318,0.07237528366,7.505872034
Ford,Escape (Kuga),Hybrid,4–5,mid,Hybrid | 4–5 | mid,200,230,190,7.5,2500,38000,10.54534144,-0.2901234568,-0.5098039216,-0.1612903226,0,-0.7760532151,-0.1487511656,-0.2745647195,0.8617835296,-0.318600565,-0.1258135538,10.47278356,0.07255788366,7.525504399
Nissan,Laurel,Diesel,4–5,mid,Diesel | 4–5 | mid,94,184,160,12.5,2800,22000,9.998797732,-0.9514563107,-1.144827586,-0.4,-0.9090909091,-1.584158416,-0.9076717898,-0.9030013286,0.4034624768,-2.238129641,0.004670461226,9.925827188,0.07297054395,7.569885061
Nissan,Ariya Dual Motor AWD,Electric,4–5,EV,Electric | 4–5 | EV,389,600,200,5.1,87,70000,11.15625052,0.1952191235,0.4237288136,0,0.0350877193,0,0.2319843397,0.1600899998,1.261099979,0.1269447327,-0.07189433992,11.08253726,0.07371325972,7.649808588
Mitsubishi,Outlander SEL,Petrol,6–7,mid,Petrol | 6–7 | mid,181,245,190,9.5,2500,32500,10.38899537,0,-0.003361344538,0,0,-0.106,0,-0.005972268908,1,-0.005972268908,-0.005972268908,10.31527742,0.07371795327,7.650313848
Mitsubishi,Outlander LE,Petrol,6–7,mid,Petrol | 6–7 | mid,181,245,190,9.5,2500,32500,10.38899537,0,-0.003361344538,0,0,-0.106,0,-0.005972268908,1,-0.005972268908,-0.005972268908,10.31527742,0.07371795327,7.650313848
Volkswagen,Golf Variant,Petrol,4–5,mid,Petrol | 4–5 | mid,130,320,220,7.5,1500,32000,10.37349118,-0.4733333333,0.09673518742,0.1666666667,-0.0157480315,0.5555555556,0,-0.08835812437,1,-0.08835812437,-0.08835812437,10.29919159,0.07429959568,7.712946049
Acura,MDX SH-AWD,Petrol,6–7,large,Petrol | 6–7 | large,290,362,190,6,3500,55000,10.91508846,-0.1834862385,-0.445,-0.75,1.25,0.4,0,-0.03322018349,1,-0.03322018349,-0.03322018349,10.84018633,0.07490212994,7.777866346
Acura,MDX SH-AWD w/Technology Package,Petrol,6–7,large,Petrol | 6–7 | large,290,362,190,6,3500,55000,10.91508846,-0.1834862385,-0.445,-0.75,1.25,0.4,0,-0.03322018349,1,-0.03322018349,-0.03322018349,10.84018633,0.07490212994,7.777866346
Mazda,CX-3,Petrol,4–5,mid,Petrol | 4–5 | mid,146,197,180,9.5,2000,23000,10.04324949,-0.3666666667,-0.4981862152,-0.5,-0.6456692913,0,-0.4764380439,-0.4571044346,0.6209914011,-0.7360881871,0.01933360929,9.967979859,0.07526963561,7.817482602
Mitsubishi,Space Runner,Petrol,4–5,mid,Petrol | 4–5 | mid,140,170,185,10.5,1800,21500,9.975808214,-0.4066666667,-0.6287787183,-0.4166666667,-0.9606299213,0.2222222222,-0.5737352453,-0.5324372835,0.5634170027,-0.9450145823,0.04129796184,9.90031512,0.07549309408,7.841578024
Ford,F-150 Limited,Petrol,4–5,large,Petrol | 4–5 | large,450,678,190,6.1,3500,84910,11.34934715,-0.2533333333,0.0658436214,-0.7843137255,-0.4646464646,0.1773521327,-0.09373999301,-0.3164223738,0.9105194729,-0.3475185136,-0.2226823808,11.2723052,0.07704195399,8.008738942
Porsche,Panamera 4S,Petrol,4–5,mid,Petrol | 4–5 | mid,443,550,289,4.1,2900,105000,11.56171563,1.613333333,1.209189843,1.316666667,1.05511811,-1,1.714245518,1.230861591,5.55248468,0.2216776203,-0.4833839271,11.4841283,0.07758733274,8.067660679
Volkswagen,Fox,Petrol,4–5,small,Petrol | 4–5 | small,75,93,148,17.5,1400,12000,9.392661929,-0.4423076923,-0.4730290456,-0.8,-1.537572254,-0.5,-0.4752524618,-0.7419279523,0.6217280741,-1.193331914,-0.2666754905,9.314816659,0.07784526999,8.095538949
Toyota,Corolla Cross,Petrol,4–5,mid,Petrol | 4–5 | mid,169,190,190,9.2,2000,25210,10.13499602,-0.2133333333,-0.5320435308,-0.3333333333,-0.5511811024,0,-0.3440757869,-0.35797826,0.7088752025,-0.504994756,-0.01390247306,10.05701601,0.07798001172,8.11010491
Kia,Soul EX Designer Edition,Petrol,4–5,mid,Petrol | 4–5 | mid,147,179,190,9.5,2000,23500,10.0647557,-0.36,-0.5852478839,-0.3333333333,-0.6456692913,0,-0.4454111483,-0.4388501017,0.6405608564,-0.6851029022,0.006561046604,9.984376089,0.08037961133,8.369837378
Toyota,Corolla Cross,Petrol,4–5,mid,Petrol | 4–5 | mid,196,210,190,8,2000,29135,10.27969548,-0.03333333333,-0.4353083434,-0.3333333333,-0.1732283465,0,-0.1353185944,-0.2000406713,0.873437595,-0.2290268617,-0.06472207688,10.19887717,0.08081830529,8.417389001
Chevrolet,Tahoe,Petrol,6–7,large,Petrol | 6–7 | large,355,519,200,7.5,5300,56995,10.95071882,0.4128440367,0.34,-0.25,-0.625,-0.5,0.07463989624,0.01249541284,1.077496071,0.01159671314,-0.0621444834,10.86986465,0.08085417477,8.421277946
KIA,SPORTAGE X-LINE,Petrol,4–5,mid,Petrol | 4–5 | mid,187,350,200,8,2480,32500,10.38899537,-0.09333333333,0.2418379686,-0.1666666667,-0.1732283465,-0.5333333333,0.02236781303,-0.07894474225,1.022619848,-0.07719852337,-0.1013125553,10.30764678,0.08134858561,8.474895855
Acura,RDX Hybrid,Hybrid,4–5,mid,Hybrid | 4–5 | mid,247,400,210,6.6,1500,50000,10.81977828,0,0.1568627451,0.1612903226,0.45,0.332594235,0.3884905719,0.1702603253,1.474753079,0.1154500558,-0.2182302466,10.73775826,0.08202002693,8.547754839
Mazda,Millenia S,Petrol,4–5,mid,Petrol | 4–5 | mid,200,250,220,8,2500,32500,10.38899537,-0.006666666667,-0.2418379686,0.1666666667,-0.1732283465,-0.5555555556,0.02236781303,-0.07979104078,1.022619848,-0.07802610219,-0.1021588538,10.30688663,0.08210873966,8.557384834
Ford,Transit,Diesel,2,mid,Diesel | 2 | mid,170,405,160,12,2000,43316.8,10.67629583,0.5,0.5714285714,0,0.1666666667,0,1.180416341,0.3226190476,3.255729414,0.09909270906,-0.8577972933,10.59389294,0.08240288515,8.589321196
GMC,Terrain Elevation Edition,Petrol,4–5,mid,Petrol | 4–5 | mid,170,275,200,9.3,1500,28700,10.2646524,-0.2066666667,-0.1209189843,-0.1666666667,-0.5826771654,0.5555555556,-0.1570211682,-0.2186081188,0.8546859665,-0.2557759544,-0.0615869506,10.1821997,0.08245269969,8.594730658
Nissan,Patrol Y60,Diesel,6–7,large,Diesel | 6–7 | large,159.08,343.32,160,11.82,4200,45000,10.71441777,-0.866875,-0.3602522068,-0.75,-1.103225806,0.4433333333,-0.3388496591,-0.723935186,0.7125895724,-1.015921667,-0.3850855269,10.631849,0.08256877196,8.607336227
GMC,Sierra 1500 SLT,Petrol,4–5,large,Petrol | 4–5 | large,355,519,180,6.8,5300,56000,10.93310697,-0.6152380952,-0.3080540858,-0.9150326797,-0.7474747475,-0.4611155449,-0.3571239401,-0.6325014132,0.6996857732,-0.9039792395,-0.2753774731,10.84926041,0.08384656454,8.746202577
Mitsubishi,Airtrek,Petrol,4–5,mid,Petrol | 4–5 | mid,160,214,190,11,2400,22500,10.02127059,-0.2733333333,-0.4159613059,-0.3333333333,-1.118110236,-0.4444444444,-0.5081469037,-0.491369864,0.6016093866,-0.8167589717,0.01677703969,9.937202298,0.08406828979,8.770317029
Jaguar Land Rover,Jaguar F-Type V6 S Convertible,Petrol,2,mid,Petrol | 2 | mid,380,460,280,4.8,2995,80000,11.28978191,0.4347826087,0.3174603175,0.5,0.15625,-0.9989959839,0.6836817722,0.2969661773,1.981158495,0.1498952144,-0.3867155948,11.20438164,0.08540027682,8.915294213
Ford,EcoSport,Petrol,4–5,mid,Petrol | 4–5 | mid,166,200,180,9,2000,25000,10.1266311,-0.2333333333,-0.4836759371,-0.5,-0.4881889764,0,-0.3561438102,-0.3760396494,0.7003718924,-0.5369142501,-0.01989583914,10.04079308,0.08583802102,8.962981688
Cadillac,XT6 Sport,Petrol,6–7,large,Petrol | 6–7 | large,310,366,210,6.9,3600,57095,10.95247183,0,-0.425,0.25,0.125,0.35,0.07831215563,0.0075,1.08146019,0.006935068041,-0.07081215563,10.86662165,0.08585017188,8.96430569
Porsche,718 Boxster T,Petrol,2,mid,Petrol | 2 | mid,300,380,275,4.7,2000,69600,11.15051985,0,0,0.4166666667,0.1875,0,0.5182023313,0.1208333333,1.679006637,0.07196715644,-0.397368998,11.06425438,0.08626546592,9.009567315
KIA,SPORTAGE EX,Petrol,4–5,mid,Petrol | 4–5 | mid,187,250,200,8,2480,30000,10.30895266,-0.09333333333,-0.2418379686,-0.1666666667,-0.1732283465,-0.5333333333,-0.09310940439,-0.1756799297,0.9110938172,-0.192823095,-0.08257052528,10.22075824,0.08819441777,9.220044457
LAMBORGHINI,HURACAN EVO SPYDER,Petrol,2,large,Petrol | 2 | large,640,600,325,3.1,5204,287000,12.56723749,0,-0.433604336,0,-0.125,0,0.01639834015,-0.1117208672,1.016533531,-0.1099037698,-0.1281192074,12.47822331,0.0890141891,9.309616627
Porsche,911 Carrera 4S,Petrol,4–5,mid,Petrol | 4–5 | mid,443,528,305.75,3.425,3000,113300,11.63779445,1.613333333,1.102781137,1.595833333,1.267716535,-1.111111111,1.824004051,1.302377312,6.196620426,0.2101754219,-0.5216267387,11.54836445,0.08942999427,9.355077581
LAMBORGHINI,AVENTADOR S,Petrol,2,large,Petrol | 2 | large,740,690,350,2.9,6498,421000,12.95038811,0.4184100418,0.05420054201,0.6578947368,0.125,-0.5180144115,0.2708482951,0.2879618498,1.311076159,0.2196377746,0.01711355478,12.85880392,0.09158419629,9.590904428
Cadillac,Lyriq Launch Edition,Electric,4–5,EV,Electric | 4–5 | EV,340,440,190,5.7,100,59990,11.00193316,0,-0.02824858757,-0.1428571429,-0.1754385965,0,0.03078742064,-0.06930886538,1.031266255,-0.0672075374,-0.100096286,10.90901796,0.09291519972,9.736867415
VOLVO,XC90,Diesel,6–7,mid,Diesel | 6–7 | mid,239.17,400,200,6.986,1969,60000,11.00209984,1.791957672,0.3571428571,0.8080808081,2.007,0.5775,1.475668689,1.290504918,4.373959616,0.2950427145,-0.1851637712,10.90791485,0.09418499471,9.876299246
Jaguar Land Rover,Jaguar F-Type,Petrol,2,mid,Petrol | 2 | mid,335,450,260,5.1,2995,70000,11.15625052,0.1902173913,0.2777777778,0.1666666667,0.0625,-0.9989959839,0.5250118586,0.1180151766,1.690478895,0.06981168295,-0.4069966819,11.06201232,0.09423820154,9.882145571
Jaguar Land Rover,Jaguar F-Type,Petrol,2,mid,Petrol | 2 | mid,335,450,260,5.1,2995,70000,11.15625052,0.1902173913,0.2777777778,0.1666666667,0.0625,-0.9989959839,0.5250118586,0.1180151766,1.690478895,0.06981168295,-0.4069966819,11.06201232,0.09423820154,9.882145571
Mitsubishi,eK X,Petrol,4–5,small,Petrol | 4–5 | small,64,94,140,13.5,700,13500,9.510444964,-0.6538461538,-0.4647302905,-1,-0.612716763,1.25,-0.3209619263,-0.5818355645,0.725450871,-0.802033036,-0.2608736382,9.416009375,0.09443558903,9.903837073
Porsche,911 GT3 Touring,Petrol,2,large,Petrol | 2 | large,502,470,318,3.9,4000,170000,12.04355372,-0.5774058577,-1.138211382,-0.1842105263,-1.125,0.4819855885,-0.331379551,-0.6674771525,0.7179326253,-0.929721159,-0.3360976015,11.94902838,0.09452533789,9.913701259
Volkswagen,T-Cross R-Line,Petrol,4–5,small,Petrol | 4–5 | small,115,250,200,8.5,1000,27000,10.20359214,0.3269230769,0.8298755187,0.5,0.5433526012,0.5,0.5870300357,0.5140687009,1.798638582,0.285809893,-0.07296133478,10.10871895,0.09487319533,9.951942208
VOLVO,S90,Diesel,4–5,mid,Diesel | 4–5 | mid,295,400,250,5.9,1969,60000,11.00209984,1.650485437,0.3448275862,1.4,0.9370629371,0.06138613861,1.473501264,1.117117314,4.364489651,0.2559560003,-0.3563839496,10.90598571,0.09611412843,10.08846991
KIA,SPORTAGE NIGHTFALL EDITION,Petrol,4–5,mid,Petrol | 4–5 | mid,187,350,200,8,2480,33000,10.40426284,-0.09333333333,0.2418379686,-0.1666666667,-0.1732283465,-0.5333333333,0.04439411936,-0.07894474225,1.045394284,-0.07551671505,-0.1233388616,10.30764678,0.09661605774,10.14374041
Chevrolet,Silverado 1500 Custom,Petrol,6–7,large,Petrol | 6–7 | large,285,413,180,8.6,4300,34900,10.46024211,-0.2293577982,-0.19,-1.25,-2,0,-0.9528302644,-0.7682752294,0.3856479916,-1.99216707,0.184555035,10.36299263,0.09724948174,10.2135302
Nissan,300ZX Turbo,Petrol,4–5,mid,Petrol | 4–5 | mid,300,384,250,5.9,3000,55000,10.91508846,0.66,0.4062877872,0.6666666667,0.4881889764,-1.111111111,0.7813597135,0.4876731305,2.18444046,0.2232485341,-0.293686583,10.81658878,0.09849968308,10.35140547
Nissan,Silvia,Petrol,4–5,mid,Petrol | 4–5 | mid,247,275,235,5.9,2000,45000,10.71441777,0.3066666667,-0.1209189843,0.4166666667,0.4881889764,0,0.4918530963,0.2641206651,1.635343864,0.1615077238,-0.2277324312,10.61579166,0.09862611028,10.36535777
Mazda,CX-5,Petrol,4–5,mid,Petrol | 4–5 | mid,187,252,200,8.8,2500,29000,10.27505111,-0.09333333333,-0.2321644498,-0.1666666667,-0.4251968504,-0.5555555556,-0.1420190049,-0.2252500378,0.8676047676,-0.2596228677,-0.08323103295,10.17623386,0.09881724685,10.38645464
Peugeot,508,Petrol,4–5,mid,Petrol | 4–5 | mid,180,300,235,8,1998,35500,10.47728798,-0.14,0,0.4166666667,-0.1732283465,0.002222222222,0.1497471195,-0.0002012248469,1.161540475,-0.0001732396342,-0.1499483444,10.37837502,0.0989129559,10.39702013
Ford,KA+,Petrol,4–5,small,Petrol | 4–5 | small,26.55,120,165,10.5,1200,13500,9.510444964,-1.374038462,-0.2489626556,-0.375,0.08092485549,0,-0.3209619263,-0.5895210216,0.725450871,-0.812627078,-0.2685590952,9.411151479,0.09929348568,10.43903748
Mitsubishi,Space Star,Petrol,4–5,small,Petrol | 4–5 | small,78,100,170,12,1200,16000,9.680344001,-0.3846153846,-0.4149377593,-0.25,-0.2658959538,0,-0.09840174852,-0.3207821272,0.9062847321,-0.35395292,-0.2223803787,9.581018511,0.09932549034,10.4425721
Ford,Transit Connect,Petrol,2,mid,Petrol | 2 | mid,162,200,175,10.5,2000,29365,10.28755877,-0.75,-0.7142857143,-1.25,-1.625,0,-0.5072191598,-0.9803571429,0.6021677851,-1.62804648,-0.4731379831,10.18817246,0.09938630808,10.44928917
Porsche,Cayenne S Coupe,Petrol,4–5,mid,Petrol | 4–5 | mid,434,550,263,4.7,2900,94300,11.45423647,1.553333333,1.209189843,0.8833333333,0.8661417323,-1,1.559185866,1.085399648,4.754948503,0.2282673824,-0.4737862174,11.35347288,0.1007635842,10.60151314
Porsche,Panamera 4S,Petrol,4–5,mid,Petrol | 4–5 | mid,440,550,289,4.4,2900,105000,11.56171563,1.593333333,1.209189843,1.316666667,0.9606299213,-1,1.714245518,1.204963953,5.55248468,0.2170134673,-0.5092815649,11.46086677,0.1008488573,10.61094487
GMC,Sierra 1500 Denali Ultimate,Petrol,4–5,large,Petrol | 4–5 | large,420,624,200,5.8,6200,80000,11.28978191,-0.3676190476,-0.06114050558,-0.6535947712,-0.3434343434,-0.7803493837,-0.1314310378,-0.3793180599,0.8768397418,-0.4325967926,-0.2478870221,11.18812469,0.1016572194,10.70039472
Chevrolet,Tahoe LT,Petrol,8+,large,Petrol | 8+ | large,355,519,180,7.4,5300,62495,11.04284183,0,0,-0.8909090909,-0.1,0,-0.060125914,-0.1981818182,0.9416459597,-0.210463196,-0.1380559042,10.94055567,0.1022861651,10.77004115
